690,465,0,8258
690,465,0,8258
693,462,0,8270
693,462,0,8270
693,462,0,8270
693,462,0,8271
693,460,0,8279
693,460,0,8279
692,462,0,8282
692,462,0,8282
692,462,0,8282
692,462,0,8282
692,462,0,8282
687,454,0,8284
687,454,0,8285
686,462,0,8290
686,462,0,8290
686,462,0,8291
686,462,0,8291
691,465,0,8293
691,465,0,8294
696,448,0,8294
696,448,0,8294
685,481,0,8307
685,481,0,8307
685,481,0,8307
698,465,0,8309
698,465,0,8309
698,465,0,8309
698,465,0,8309
690,487,0,8309
690,487,0,8309
686,464,0,8314
687,464,0,8314
686,464,0,8314
687,464,0,8314
686,464,0,8314
687,464,0,8314
686,464,0,8314
687,464,0,8314
686,464,0,8315
686,464,0,8315
686,464,0,8315
688,466,0,8317
699,466,0,8317
688,466,0,8318
699,466,0,8318
688,466,0,8318
699,466,0,8318
688,466,0,8318
699,466,0,8318
688,466,0,8318
699,466,0,8318
685,463,0,8320
685,463,0,8320
685,463,0,8320
685,463,0,8320
699,455,0,8325
699,455,0,8325
699,455,0,8325
679,472,0,8326
679,472,0,8326
691,461,0,8326
691,461,0,8326
682,456,0,8326
691,461,0,8327
682,456,0,8327
699,452,0,8327
699,452,0,8327
696,460,0,8330
696,460,0,8330
696,460,0,8330
696,460,0,8330
696,460,0,8330
696,460,0,8331
696,460,0,8331
698,462,0,8332
698,462,0,8332
689,463,0,8332
689,463,0,8333
689,463,0,8333
689,463,0,8333
692,473,0,8334
693,473,0,8334
692,473,0,8334
693,473,0,8334
695,468,0,8335
692,473,0,8335
695,468,0,8335
679,462,0,8335
679,462,0,8335
696,465,0,8337
696,465,0,8337
696,465,0,8337
694,464,0,8339
694,464,0,8339
696,462,0,8339
696,462,0,8339
701,453,0,8339
701,453,0,8340
687,465,0,8344
695,465,0,8344
687,465,0,8344
695,465,0,8344
687,465,0,8344
695,465,0,8344
687,465,0,8344
695,465,0,8344
688,464,0,8345
688,464,0,8345
688,464,0,8345
688,464,0,8345
688,464,0,8345
678,465,0,8348
678,465,0,8348
678,465,0,8348
699,444,0,8349
682,461,0,8349
699,444,0,8349
682,461,0,8349
689,459,0,8349
689,459,0,8349
683,464,0,8352
683,464,0,8352
683,464,0,8352
694,462,0,8352
703,462,0,8352
694,462,0,8352
703,462,0,8352
694,462,0,8352
703,462,0,8352
687,459,0,8352
694,462,0,8353
703,462,0,8353
687,459,0,8353
685,460,0,8353
702,460,0,8353
685,460,0,8354
702,460,0,8354
685,460,0,8354
702,460,0,8354
685,460,0,8354
702,460,0,8354
702,460,0,8354
702,460,0,8354
691,445,0,8354
691,445,0,8354
693,466,0,8355
693,466,0,8355
693,466,0,8355
693,466,0,8355
700,462,0,8357
695,457,0,8357
702,457,0,8357
700,462,0,8357
695,457,0,8357
702,457,0,8357
700,462,0,8357
695,457,0,8357
682,460,0,8357
682,460,0,8357
682,460,0,8358
682,460,0,8358
682,460,0,8358
682,460,0,8358
682,460,0,8358
691,464,0,8358
691,464,0,8359
691,464,0,8359
691,464,0,8359
691,464,0,8359
695,466,0,8361
695,466,0,8361
695,466,0,8362
693,450,0,8364
693,450,0,8364
689,469,0,8365
692,469,0,8365
689,469,0,8365
692,469,0,8365
689,469,0,8365
692,469,0,8365
689,469,0,8365
692,469,0,8365
689,469,0,8365
692,469,0,8365
691,470,0,8365
691,470,0,8366
691,470,0,8366
690,467,0,8366
682,468,0,8366
690,467,0,8367
682,468,0,8367
692,445,0,8367
682,468,0,8367
692,445,0,8367
692,445,0,8367
692,445,0,8367
700,461,0,8367
700,461,0,8368
700,461,0,8368
700,461,0,8368
700,454,0,8368
700,454,0,8369
677,459,0,8369
700,454,0,8369
677,459,0,8369
689,448,0,8371
689,448,0,8371
689,466,0,8371
691,466,0,8371
689,448,0,8371
689,466,0,8371
691,466,0,8371
697,466,0,8371
689,466,0,8371
691,466,0,8371
697,466,0,8371
689,466,0,8372
697,466,0,8372
691,455,0,8372
691,455,0,8372
691,455,0,8372
684,440,0,8373
705,453,0,8373
684,440,0,8373
705,453,0,8373
680,469,0,8374
680,469,0,8374
680,469,0,8374
691,462,0,8374
691,462,0,8374
691,462,0,8374
679,465,0,8376
697,467,0,8376
679,465,0,8376
692,450,0,8376
697,467,0,8376
692,450,0,8376
697,467,0,8377
687,466,0,8379
687,466,0,8379
680,460,0,8379
687,466,0,8379
680,460,0,8379
687,466,0,8379
693,464,0,8379
693,464,0,8379
680,460,0,8379
693,464,0,8380
